Timestamp,CPU_Usage,Memory_Available_MB,Disk_Reads_per_sec,Disk_Writes_per_sec,Network_Bytes_Total_per_sec
2024-01-01 00:00:00,42.472407130841745,2295.9305018703376,26.170568373590598,67.2702994208898,571.9958782835928
2024-01-01 01:00:00,77.04285838459498,4793.306631648507,24.697879907199983,79.66813971913723,805.4323292999863
2024-01-01 02:00:00,63.919636508684306,7110.620851134858,90.62545805210367,25.046789879249896,760.160929790159
2024-01-01 03:00:00,55.919509051822196,6125.574204866928,24.95461998495061,62.48740996069989,153.8999046937737
2024-01-01 04:00:00,29.36111842654619,6645.928035030148,27.1949726128631,57.17459831437487,149.24946974147392
2024-01-01 05:00:00,29.35967122017216,5611.483566975022,75.93982624179637,83.28303767882711,268.1743677449133
2024-01-01 06:00:00,23.485016730091967,5845.935951624967,44.973984245054,90.60870604812605,361.0747263410372
2024-01-01 07:00:00,71.97056874649611,6944.369560957235,77.67105569551812,1.2156771477386807,408.4555814084826
2024-01-01 08:00:00,56.06690070459253,2747.6760620143014,6.536615756438524,67.40199190587927,679.6972168333452
2024-01-01 09:00:00,62.48435466776273,4425.974745501983,48.75711936733843,5.1835799119729025,56.680432165835406
2024-01-01 10:00:00,21.23506965774815,2548.4660927372156,3.3613600183282633,54.88586650773559,34.67270422606639
2024-01-01 11:00:00,78.19459112971967,7913.676055976529,6.265320345535452,28.76327290436782,391.91056294390904
2024-01-01 12:00:00,69.94655844802531,7608.415377806293,90.64374533444109,30.67765995221412,697.1636921379804
2024-01-01 13:00:00,32.74034664069657,1275.9876795795412,13.924537111759516,35.29585034523566,193.43534295648257
2024-01-01 14:00:00,30.909498032426036,5939.026207609819,53.24206822752171,62.12924490496101,641.5044812562517
2024-01-01 15:00:00,31.00427059120603,7476.738221909661,41.10956026007065,33.40499656687692,259.8281379402995
2024-01-01 16:00:00,38.254534577572265,2264.0274158913344,34.73433262588427,73.26990505902803,886.0861088135164
2024-01-01 17:00:00,51.48538589793427,4975.616613868406,89.98333456872724,40.45273855738697,895.6899442666165
2024-01-01 18:00:00,45.916701118526944,7408.418083116293,2.18233967754895,6.835320030995861,297.28720428132647
2024-01-01 19:00:00,37.47374841188251,1237.621850100592,66.37896861755891,78.37598424841073,229.99375396324052
2024-01-01 20:00:00,56.71117368334277,5881.941870727879,96.33944342135504,28.5758324592706,411.30397206623127
2024-01-01 21:00:00,28.36963163912251,3081.4430516078555,56.016818346184195,43.276687959926264,240.5315851801487
2024-01-01 22:00:00,37.528678912113094,7470.773367635713,93.68224620330918,68.54438832219016,672.3838432917037
2024-01-01 23:00:00,41.9817105976215,7797.407716157574,5.225787928602377,33.2456157148712,826.0646845482855
2024-01-02 00:00:00,47.364199053022155,7609.865423794037,41.87933190741614,5.658565614671563,673.092130911217
2024-01-02 01:00:00,67.11055768358082,4319.499516602246,26.015779096205115,37.39210470128136,824.3504472493495
2024-01-02 02:00:00,31.980426929501583,7034.298556925194,73.08209649807299,94.44485826943034,396.9921622074741
2024-01-02 03:00:00,50.8540663048167,6911.845789745493,98.12970904972467,64.17343972985582,156.31697070886085
2024-01-02 04:00:00,55.54487413172255,3233.7033127027894,25.65300624442478,67.1479148667207,737.9509473975921
2024-01-02 05:00:00,22.787024763199863,6802.408319054742,65.41746014740745,63.22821536376399,360.4745051415539
2024-01-02 06:00:00,56.4526911140863,1259.0534430084483,19.809763275974014,19.899213895943678,671.2708252291325
2024-01-02 07:00:00,30.23144742123749,5173.889149374371,56.53302545716099,41.833386410228016,270.6439419817657
2024-01-02 08:00:00,23.903095579116773,2610.0618610139213,46.39324866883362,75.09397983633183,81.22963480667266
2024-01-02 09:00:00,76.93313223519999,1843.9682004409517,97.2005329631537,10.137289755315916,992.5817954877634
2024-01-02 10:00:00,77.93792198447356,1538.6724114044641,60.85272726964666,27.785277608971228,156.2015079305993
2024-01-02 11:00:00,68.50384088698766,5874.021431146978,34.950637208681876,27.631910846585363,988.420993963481
2024-01-02 12:00:00,38.27682615040224,3379.124746376463,11.409578488793336,43.2018927594506,977.2799325664473
2024-01-02 13:00:00,25.86032684038303,6073.367400701331,15.124682873493455,98.0368740942185,793.8181039080397
2024-01-02 14:00:00,61.053981590729414,1457.4943855925967,22.53169299512351,6.750254668382194,659.4229620819975
2024-01-02 15:00:00,46.40914962437608,3207.032364814272,25.0966661340298,51.870099438059505,577.8070502510847
2024-01-02 16:00:00,27.32229409068673,4776.43904662736,85.06160578411378,17.936468201221047,866.1015453778347
2024-01-02 17:00:00,49.71061460667621,6535.062153872745,56.12227882825249,97.06765454097442,289.43952161948795
2024-01-02 18:00:00,22.063311266913104,3231.2675205244896,52.33909113743665,11.33035047274642,467.68121248487705
2024-01-02 19:00:00,74.55922412472692,5381.239635059063,11.476887186921747,40.36010023615913,619.3899693665019
2024-01-02 20:00:00,35.52679889600101,7201.84423765331,86.0139693349435,73.78849848346061,411.1904758694911
2024-01-02 21:00:00,59.75133706123892,5311.042317276132,72.28143032084837,70.45544280274453,427.48645409026796
2024-01-02 22:00:00,38.70266456536466,2630.7163232754365,6.766836190000158,42.272863689393226,330.2846675020844
2024-01-02 23:00:00,51.20408127066865,1170.8054708957661,70.78350972297687,34.652416795271826,564.231816684536
2024-01-03 00:00:00,52.80261676059678,7090.692117306509,54.353821734264606,39.76123785528706,850.574528015116
2024-01-03 01:00:00,31.091267331531622,1148.88587595271,8.172534574677826,26.42762631586393,201.52837800631283
2024-01-03 02:00:00,78.17507766587352,7122.911708789396,45.830064152865646,20.53329387067998,934.4330387534415
2024-01-03 03:00:00,66.50796940166687,4702.559938190484,48.469628713004695,48.303969755889,689.0876537482296
2024-01-03 04:00:00,76.36993649385136,7573.473889590273,16.577454016327575,26.853375606760732,823.2732126800302
2024-01-03 05:00:00,73.68964102565893,6591.482650415658,94.56981470002823,28.746166489725013,556.1906926300117
2024-01-03 06:00:00,55.87399872866511,7985.538773733362,84.99753714806619,65.67560634745571,779.5167014240635
2024-01-03 07:00:00,75.312454101387,3454.982708161971,66.90223373291083,96.85373316998923,16.20039733946721
2024-01-03 08:00:00,25.30955012311517,6370.3180225178885,46.22955610006072,60.363720055937506,818.3804247795352
2024-01-03 09:00:00,31.758971745148713,3813.516395264695,41.17655415845085,7.697946706496628,40.13885908536652
2024-01-03 10:00:00,22.713637334632285,4359.129342127362,65.09734671509541,7.558361385406698,889.9133763628626
2024-01-03 11:00:00,39.519819845795865,5392.538242528591,54.543186940690546,95.1423220845566,991.9627472386433
2024-01-03 12:00:00,43.320637381368925,7115.739799304371,6.227310588188562,29.729079030733363,294.06746217677784
2024-01-03 13:00:00,36.28094190643375,7888.584284395066,51.25026487703317,9.206698608247542,210.31855628579365
2024-01-03 14:00:00,69.72425054911577,6377.913897051627,80.64036172328395,59.90445871503815,765.3633638580407
2024-01-03 15:00:00,41.40519960161536,3924.3674751713365,45.923987759695805,62.36487782902661,253.02634092025323
